"","NOUTC1000","mean_value","UP_value","Low_value"
"55",0.475363636363636,-6.96091496959518,-4.64627810857032,-9.27555183062004
"56",0.484166666666667,-7.01509255883852,-4.66320539639025,-9.36697972128678
"57",0.492969696969697,-7.06927014808185,-4.68004932946048,-9.45849096670323
"58",0.501772727272727,-7.12344773732519,-4.69681375500533,-9.55008171964505
"59",0.510575757575758,-7.17762532656853,-4.71350229454756,-9.6417483585895
"60",0.519378787878788,-7.23180291581187,-4.73011835965899,-9.73348747196474
"61",0.528181818181818,-7.2859805050552,-4.7466651664605,-9.82529584364991
"62",0.536984848484849,-7.34015809429854,-4.76314574898047,-9.91717043961662
"63",0.545787878787879,-7.39433568354188,-4.77956297147069,-10.0091083956131
"64",0.554590909090909,-7.44851327278522,-4.79591953976967,-10.1011070058008
"65",0.563393939393939,-7.50269086202855,-4.81221801179469,-10.1931637122624
"66",0.57219696969697,-7.55686845127189,-4.82846080723689,-10.2852760953069
"67",0.581,-7.61104604051523,-4.84465021652644,-10.377441864504
"68",0.58980303030303,-7.66522362975857,-4.86078840912901,-10.4696588503881
"69",0.598606060606061,-7.7194012190019,-4.87687744122917,-10.5619249967746
"70",0.607409090909091,-7.77357880824524,-4.89291926285115,-10.6542383536393
"71",0.616212121212121,-7.82775639748858,-4.90891572446311,-10.746597070514
"72",0.625015151515152,-7.88193398673192,-4.92486858310684,-10.838999390357
"73",0.633818181818182,-7.93611157597525,-4.94077950809099,-10.9314436438595
"74",0.642621212121212,-7.99028916521859,-4.95665008628282,-11.0239282441544
"75",0.651424242424242,-8.04446675446193,-4.97248182703022,-11.1164516818936
"76",0.660227272727273,-8.09864434370527,-4.98827616674296,-11.2090125206676
"77",0.669030303030303,-8.1528219329486,-5.00403447315984,-11.3016093927374
"78",0.677833333333333,-8.20699952219194,-5.01975804932594,-11.3942409950579
"79",0.686636363636364,-8.26117711143528,-5.03544813730214,-11.4869060855684
"80",0.695439393939394,-8.31535470067862,-5.05110592162731,-11.5796034797299
"81",0.704242424242424,-8.36953228992196,-5.06673253255174,-11.6723320472922
"82",0.713045454545455,-8.42370987916529,-5.0823290490589,-11.7650907092717
"83",0.721848484848485,-8.47788746840863,-5.09789650169124,-11.857878435126
"84",0.730651515151515,-8.53206505765197,-5.11343587519437,-11.9506942401096
"85",0.739454545454545,-8.5862426468953,-5.12894811099282,-12.0435371827978
"86",0.748257575757576,-8.64042023613864,-5.14443410950962,-12.1364063627677
"87",0.757060606060606,-8.69459782538198,-5.1598947323408,-12.2293009184232
"88",0.765863636363636,-8.74877541462532,-5.17533080429509,-12.3222200249555
"89",0.774666666666667,-8.80295300386866,-5.19074311530843,-12.4151628924289
"90",0.783469696969697,-8.85713059311199,-5.20613242224182,-12.5081287639822
"91",0.792272727272727,-8.91130818235533,-5.22149945057081,-12.6011169141399
"92",0.801075757575758,-8.96548577159867,-5.23684489597385,-12.6941266472235
"93",0.809878787878788,-9.01966336084201,-5.25216942582658,-12.7871572958574
"94",0.818681818181818,-9.07384095008534,-5.26747368060822,-12.8802082195625
"95",0.827484848484849,-9.12801853932868,-5.28275827522609,-12.9732788034313
"96",0.836287878787879,-9.18219612857202,-5.29802380026359,-13.0663684568804
"97",0.845090909090909,-9.23637371781536,-5.3132708231568,-13.1594766124739
"98",0.853893939393939,-9.29055130705869,-5.32849988930415,-13.2526027248132
"99",0.86269696969697,-9.34472889630203,-5.3437115231138,-13.3457462694903
"100",0.8715,-9.39890648554537,-5.35890622899237,-13.4389067420984
