"","UTC1500","mean_value","UP_value","Low_value"
"86",0.597679646464646,-1.92424160772184,-0.686597292457357,-3.16188592298633
"87",0.604711171717172,-1.76450684645963,-0.500659501921083,-3.02835419099817
"88",0.611742696969697,-1.60477208519741,-0.314257442086394,-2.89528672830843
"89",0.618774222222222,-1.4450373239352,-0.127419301719737,-2.76265534615066
"90",0.625805747474747,-1.28530256267298,0.0598285593542369,-2.6304336847002
"91",0.632837272727273,-1.12556780141077,0.247461511102852,-2.49859711392439
"92",0.639868797979798,-0.965833040148551,0.435456553473422,-2.36712263377052
"93",0.646900323232323,-0.806098278886337,0.623792217606679,-2.23598877537935
"94",0.653931848484849,-0.646363517624122,0.812448469345085,-2.10517550459333
"95",0.660963373737374,-0.486628756361906,1.00140661596136,-1.97466412868517
"96",0.667994898989899,-0.326893995099692,1.19064921675348,-1.84443720695286
"97",0.675026424242424,-0.167159233837479,1.38015999792894,-1.7144784656039
"98",0.682057949494949,-0.00742447257526457,1.56992377202484,-1.58477271717537
"99",0.689089474747475,0.152310288686952,1.75992636197311,-1.45530578459921
"100",0.696121,0.312045049949166,1.95015452981588,-1.32606442991755
