"","settlement500","mean_value","UP_value","Low_value"
"35",66.6949494949495,-3.74464194713843,-2.97199942658351,-4.51728446769334
"36",68.6565656565657,-3.75536720730748,-2.97872077518956,-4.53201363942541
"37",70.6181818181818,-3.76609246747654,-2.98505004420297,-4.5471348907501
"38",72.579797979798,-3.77681772764559,-2.99099381361391,-4.56264164167727
"39",74.5414141414141,-3.78754298781464,-2.99655907441654,-4.57852690121275
"40",76.5030303030303,-3.7982682479837,-3.00175318276234,-4.59478331320506
"41",78.4646464646465,-3.80899350815275,-3.00658381387303,-4.61140320243247
"42",80.4262626262626,-3.81971876832181,-3.01105891628076,-4.62837862036286
"43",82.3878787878788,-3.83044402849086,-3.01518666691016,-4.64570139007156
"44",84.349494949495,-3.84116928865992,-3.01897542745717,-4.66336314986266
"45",86.3111111111111,-3.85189454882897,-3.0224337024553,-4.68135539520264
"46",88.2727272727273,-3.86261980899803,-3.02557009935477,-4.69966951864128
"47",90.2343434343434,-3.87334506916708,-3.02839329087421,-4.71829684745995
"48",92.1959595959596,-3.88407032933613,-3.0309119798217,-4.73722867885056
"49",94.1575757575758,-3.89479558950519,-3.03313486652219,-4.75645631248819
"50",96.1191919191919,-3.90552084967424,-3.03507061893358,-4.77597108041491
"51",98.0808080808081,-3.9162461098433,-3.03672784548442,-4.79576437420217
"52",100.042424242424,-3.92697137001235,-3.03811507062267,-4.81582766940203
"53",102.00404040404,-3.93769663018141,-3.03924071302795,-4.83615254733486
"54",103.965656565657,-3.94842189035046,-3.04011306640846,-4.85673071429246
"55",105.927272727273,-3.95914715051951,-3.04074028277884,-4.87755401826019
"56",107.888888888889,-3.96987241068857,-3.04113035809536,-4.89861446328178
"57",109.850505050505,-3.98059767085762,-3.04129112011056,-4.91990422160469
"58",111.812121212121,-3.99132293102668,-3.04123021829957,-4.94141564375378
"59",113.773737373737,-4.00204819119573,-3.04095511570438,-4.96314126668709
"60",115.735353535354,-4.01277345136479,-3.0404730825398,-4.98507382018977
"61",117.69696969697,-4.02349871153384,-3.0397911914058,-5.00720623166188
"62",119.658585858586,-4.0342239717029,-3.03891631395319,-5.0295316294526
"63",121.620202020202,-4.04494923187195,-3.03785511885498,-5.05204334488892
"64",123.581818181818,-4.05567449204101,-3.03661407094166,-5.07473491314035
"65",125.543434343434,-4.06639975221006,-3.03519943136625,-5.09760007305387
"66",127.505050505051,-4.07712501237911,-3.03361725867285,-5.12063276608537
"67",129.466666666667,-4.08785027254817,-3.03187341065143,-5.1438271344449
"68",131.428282828283,-4.09857553271722,-3.02997354686985,-5.1671775185646
"69",133.389898989899,-4.10930079288628,-3.0279231317835,-5.19067845398906
"70",135.351515151515,-4.12002605305533,-3.02572743833137,-5.21432466777929
"71",137.313131313131,-4.13075131322439,-3.02339155193589,-5.23811107451288
"72",139.274747474747,-4.14147657339344,-3.02092037483196,-5.26203277195492
"73",141.236363636364,-4.1522018335625,-3.01831863065857,-5.28608503646642
"74",143.19797979798,-4.16292709373155,-3.01559086925318,-5.31026331820992
"75",145.159595959596,-4.1736523539006,-3.01274147159638,-5.33456323620483
"76",147.121212121212,-4.18437761406966,-3.00977465486005,-5.35898057327926
"77",149.082828282828,-4.19510287423871,-3.00669447751853,-5.38351127095889
"78",151.044444444444,-4.20582813440777,-3.00350484448713,-5.40815142432841
"79",153.006060606061,-4.21655339457682,-3.0002095122575,-5.43289727689615
"80",154.967676767677,-4.22727865474588,-2.99681209400349,-5.45774521548826
"81",156.929292929293,-4.23800391491493,-2.9933160646351,-5.48269176519476
"82",158.890909090909,-4.24872917508398,-2.98972476578165,-5.50773358438632
"83",160.852525252525,-4.25945443525304,-2.98604141068845,-5.53286745981763
"84",162.814141414141,-4.27017969542209,-2.98226908901409,-5.5580903018301
"85",164.775757575758,-4.28090495559115,-2.97841077151768,-5.58339913966461
"86",166.737373737374,-4.2916302157602,-2.97446931462789,-5.60879111689251
"87",168.69898989899,-4.30235547592926,-2.97044746488734,-5.63426348697117
"88",170.660606060606,-4.31308073609831,-2.96634786326752,-5.6598136089291
"89",172.622222222222,-4.32380599626737,-2.96217304935105,-5.68543894318368
"90",174.583838383838,-4.33453125643642,-2.95792546537914,-5.7111370474937
"91",176.545454545455,-4.34525651660547,-2.95360746016332,-5.73690557304763
"92",178.507070707071,-4.35598177677453,-2.94922129286131,-5.76274226068775
"93",180.468686868687,-4.36670703694358,-2.94476913661789,-5.78864493726928
"94",182.430303030303,-4.37743229711264,-2.94025308207193,-5.81461151215334
"95",184.391919191919,-4.38815755728169,-2.93567514073171,-5.84063997383168
"96",186.353535353535,-4.39888281745075,-2.93103724822071,-5.86672838668078
"97",188.315151515152,-4.4096080776198,-2.92634126739681,-5.89287488784279
"98",190.276767676768,-4.42033333778886,-2.92158899134767,-5.91907768423004
"99",192.238383838384,-4.43105859795791,-2.91678214626581,-5.94533504965001
"100",194.2,-4.44178385812696,-2.91192239420661,-5.97164532204732
